brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Πινακίδα,Σύνολοκατόχων,Αερόσακοι,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Κατανάλωση,Κίνηση,Κτέομέχρι,Κλάσηρύπων,Μέγεθοςζάντας,Τέληκυκλοφορίας,Ρύποι(co2),Παράδοσηστοσπίτι,Χρηματοδότηση
Ford,Fiesta,2016,Ford Fiesta '16 Diesel euro,FordFiestaDieseleuro6'16,334356106,8.750€,Μεταχειρισμένο,Κόμπακτ/Hatchback,10/2016,141.000χλμ,Πετρέλαιο,1.500cc,75bhp,Χειροκίνητο,Ασπρο,,,Άγνωστο,,,3,5,19λεπτάπριν,193,www.car.gr/334356106,6989501066,"['Abs', 'Bluetooth', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,Euro6,,,,,
Opel,Corsa,2015,Opel Corsa '15  1.4 turbo colour edition,OpelCorsa1.4turbocolouredition'15,333373459,9.999€,Μεταχειρισμένο,Κόμπακτ/Hatchback,10/2015,132.000χλμ,Βενζίνη,1.400cc,101bhp,Χειροκίνητο,Ασπρο,Δίχρωμο,,Άγνωστο,1,6,5,5,39λεπτάπριν,982,www.car.gr/333373459,6989501066,"['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,4/2024,Euro6,16ίντσες,,,,
Ford,Fiesta,2017,Ford Fiesta '17 Euro 6 ΟΘΟΝΗ,FordFiestaEuro6ΟΘΟΝΗ'17,334449088,11.750€,Μεταχειρισμένο,Κόμπακτ/Hatchback,11/2017,98.000χλμ,Πετρέλαιο,1.500cc,86bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Γκρι,Ύφασμα,Χωρίς,1,,3,5,39λεπτάπριν,92,www.car.gr/334449088,6989501066,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα που στρίβουν']",,,,Euro6c,15ίντσες,,,Ναι,
Bmw,X5,2005,Bmw X5 '05 Facelift Xdrive,BmwX5FaceliftXdriveΔΕΣΜΕΥΜΕΝΟ'05,323071272,12.200€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,6/2005,15.000χλμ,Βενζίνη,2.993cc,231bhp,Αυτόματο,Μπλεσκούρο(Μεταλλικό),Γκρι,Δέρμα,Μονό,,,5,5,1ημέραπριν,22228,www.car.gr/323071272,6946317446,"['Abs', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Parktronic', 'Usb', 'Ατρακάριστο', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,10/2023,,19ίντσες,,,,
Fiat,Panda,2018,Fiat Panda '18 DIESEL 95 HP  FIAT,FiatPandaDIESEL95HPFIATΛΥΣΙΚΑΤΟΣ!!ΔΕΣΜΕΥΤΗΚΕ!!'18,333210807,10.350€,Μεταχειρισμένο,Κόμπακτ/Hatchback,11/2018,119.000χλμ,Πετρέλαιο,1.248cc,95bhp,Χειροκίνητο,Ασπρο,Δίχρωμο,Ύφασμα,Μονό,1,4,5,5,1ημέραπριν,61,www.car.gr/333210807,"2104524002,2104524007","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Πιστωτική κάρτα δεκτή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,Προσθιοκίνητο(FWD),,Euro6,14ίντσες,,,,"179,95€/μήνα"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat,500,2019,Fiat 500,Fiat500'19,334344082,14.500€,Μεταχειρισμένο,Κουπέ-Σπόρ,10/2019,32χλμ,Βενζίνη,900cc,85bhp,Χειροκίνητο,Μαύρο,,,Ζυγό,2,,2,4,2ημέρεςπριν,67,www.car.gr/334344082,6970308825,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Οροφή πανοραμική', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,Euro6,,,,,
Fiat,500,2010,Fiat 500 '10 F/l Lounge,Fiat500F/lLoungeDualogic'10,334494381,9.480€,Μεταχειρισμένο,Κόμπακτ/Hatchback,7/2010,123.000χλμ,Βενζίνη,1.200cc,70bhp,Αυτόματο,Κόκκινο,Μαύρο,,Μονό,,6,3,4,1ημέραπριν,28,www.car.gr/334494381,"2106219600,2109612100,6973323607","['Abs', 'Bluetooth', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']","5,10(Μικτό)λ/100χλμ",Προσθιοκίνητο(FWD),,,15ίντσες,,,,"166,36€/μήνα"
Hyundai,i10,2016,Hyundai i 10 '16  1.0,Hyundaii101.0PASSION!!'16,334375014,8.690€,Μεταχειρισμένο,Αλλο,5/2016,73.000χλμ,Βενζίνη,998cc,67bhp,Χειροκίνητο,Άλλο(Μεταλλικό),Μαύρο,Ύφασμα,Άγνωστο,1,10,5,5,3ώρεςπριν,40,www.car.gr/334375014,6981128411,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,,,,
Fiat,Punto,2009,Fiat Punto '09 Βενζίνη-Φυσικό,FiatPuntoΒενζίνη-Φυσικόαέριο!!'09,334060144,6.690€,Μεταχειρισμένο,Αλλο,11/2009,131.000χλμ,Φυσικόαέριο(cng)-βενζίνη,1.368cc,77bhp,Χειροκίνητο,Άλλο(Μεταλλικό),Μαύρο,Ύφασμα,Άγνωστο,1,10,5,5,3ώρεςπριν,17,www.car.gr/334060144,6981128411,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,
Toyota,Hilux,2016,Toyota Hilux '16 TORNADO 3.0cc 171HP,ToyotaHiluxTORNADO3.0cc171HPΧΕΙΡΟΚΙΝΗΤΟ!!!'16,334349184,27.900€,Μεταχειρισμένο,Αγροτικό/Pickup,1/2016,140.000χλμ,Πετρέλαιο,3.000cc,171bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μαύρο,Ύφασμα,Άγνωστο,1,8,4,5,2ώρεςπριν,2128,www.car.gr/334349184,6988113308,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,6/2025,Euro5,17ίντσες,105€,,,
LandRover,RangeRoverSport,2014,Land Rover Range Rover Sport '14 ΕΛΛΗΝΙΚΟ 65.000,LandRoverRangeRoverSportΕΛΛΗΝΙΚΟ65.000ΧΛΜ'14,322226074,68.000€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2014,65.000χλμ,Πετρέλαιο,3.000cc,306bhp,Αυτόματο,Ασπρο,Ασπρο,Δέρμα,Ζυγό,,,5,5,5ώρεςπριν,143,www.car.gr/322226074,6951375685,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hardtop', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αερανάρτηση', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",,,,,20ίντσες,,,,
Seat,Ibiza,2005,Seat Ibiza '05,SeatIbizaFr'05,333799973,6.500€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2005,275.000χλμ,Αέριο(lpg)-βενζίνη,1.800cc,257bhp,Χειροκίνητο,Μαύρο,,,Ζυγό,,,3,4,1ημέραπριν,617,www.car.gr/333799973,6978133594,"['Abs', 'Bluetooth']",,,,,,,,,
Smart,ForTwo,2020,Smart ForTwo '20,SmartForTwoUrbanshadow'20,332075020,19.900€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2020,44.500χλμ,Βενζίνη,900cc,90bhp,Αυτόματο,Ασπρο,Μαύρο,,Ζυγό,1,,2,2,3ώρεςπριν,0,www.car.gr/332075020,6946007800,"['{Abs', '{Bluetooth', '{Cruise control', '{Eco start\\u002Fstop', '{Turbo', '{Usb', '{Αισθητήρας βροχής', '{Ατρακάριστο', '{Βιβλίο service', '{Ελληνικής αντιπροσωπείας', '{Ζάντες αλουμινίου', '{Κεντρικό κλείδωμα', '{Κλιματισμός αυτόματος', '{Οροφή πανοραμική', '{Προβολείς ομίχλης', '{Συναγερμός', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι']",,,,Euro5,,,,,
Opel,Astra,2008,Opel Astra '08  Caravan 1.6 Edition,OpelAstraCaravan1.6EditionEasytronic'08,334494387,6.450€,Μεταχειρισμένο,Κόμπι/Kάραβαν,6/2008,162.160χλμ,Βενζίνη,1.598cc,11bhp,Αυτόματο,Ασημί,Μαύρο,,Ζυγό,,6,5,5,2ημέρεςπριν,44,www.car.gr/334494387,"2294050581,2294050582,6972839305","['Abs', 'Cd player', 'Immobilizer', 'Βιβλίο service', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι']",,Προσθιοκίνητο(FWD),,,15ίντσες,,,,
Mercedes-Benz,CLK200,2007,Mercedes-Benz CLK 200 '07  Cabriolet Elegance,Mercedes-BenzCLK200CabrioletEleganceAutomatic'07,325836374,17.000€,Μεταχειρισμένο,Κάμπριο/Roadster,4/2007,138.075χλμ,Βενζίνη,1.800cc,184bhp,Αυτόματο,Μαύρο(Μεταλλικό),Μπεζ,Δέρμα,Ζυγό,2,6,2,4,13λεπτάπριν,196,www.car.gr/325836374,"2106019423,6947728024","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μπλοκέ διαφορικό', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",10(Εντός)/8(Εκτός)/9(Μικτό)λ/100χλμ,,12/2023,Euro4,17ίντσες,320€,,,
Fiat,500,2015,Fiat 500 '15 1.3multijet sport,Fiat5001.3multijetsport'15,334494386,9.300€,Μεταχειρισμένο,Κόμπακτ/Hatchback,4/2015,141.000χλμ,Πετρέλαιο,1.300cc,95bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),Άλλο,Δερματίνη,Άγνωστο,1,4,3,4,2ημέρεςπριν,49,www.car.gr/334494386,6944348999,"['Abs', 'Συναγερμός']",,,8/2023,,15ίντσες,,,,
Opel,Corsa,2006,Opel Corsa,OpelCorsa'06,334444119,3.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2006,205.000χλμ,Αέριο(lpg)-βενζίνη,1.400cc,90bhp,Χειροκίνητο,Γκρι,Μαύρο,Ύφασμα,Άγνωστο,1,2,5,4,2ημέρεςπριν,62,www.car.gr/334444119,6988590861,"['Abs', 'Cd player', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Υδραυλικό τιμόνι']",,,1/2025,Euro4,15ίντσες,,,,
Audi,A3,2006,Audi A3,AudiA3'06,328399869,7.600€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2006,196.000χλμ,Βενζίνη,1.600cc,116bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Γκρι,Δέρμα,Μονό,2,6,3,5,2ημέρεςπριν,57,www.car.gr/328399869,6983286345,"['Abs', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Esp', 'Immobilizer', 'Navigation - gps', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']","6(Εντός)/6(Εκτός)/6,50(Μικτό)λ/100χλμ",,9/2024,,18ίντσες,280€,,,
Volkswagen,Golf,2001,Volkswagen Golf '01 1.8,VolkswagenGolf1.820vt'01,327259733,9.600€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2001,105.500χλμ,Βενζίνη,1.798cc,503bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μαύρο,Ύφασμα,Μονό,3,4,3,4,1ημέραπριν,5842,www.car.gr/327259733,6986812323,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Συναγερμός', 'Φώτα xenon']",,Προσθιοκίνητο(FWD),1/2023,,18ίντσες,320€,,,
Fiat,500,2009,Fiat 500,Fiat500'09,330165273,6.800€,Μεταχειρισμένο,Κουπέ-Σπόρ,4/2009,148.000χλμ,Βενζίνη,1.250cc,5bhp,Χειροκίνητο,Μαύρο,Κόκκινο,Δέρμα,Ζυγό,1,4,2,4,10ώρεςπριν,9,www.car.gr/330165273,6979966499,[],,,,,15ίντσες,,,,
Ford,Fiesta,2018,Ford Fiesta '18  ST1 1.5,FordFiestaST11.5EcoBoost'18,333176643,21.440€,Μεταχειρισμένο,Κόμπακτ/Hatchback,11/2018,68.000χλμ,Βενζίνη,1.497cc,200bhp,Χειροκίνητο,Ασπρο,Δίχρωμο,,Άγνωστο,1,,3,5,41λεπτάπριν,3225,www.car.gr/333176643,6989501066,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",,,,Euro6c,17ίντσες,,,,
Smart,ForTwo,2003,Smart ForTwo,SmartForTwo'03,334494383,4.000€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2003,205.000χλμ,Πετρέλαιο,800cc,44bhp,Ημιαυτόματο,Γκρι,,,Άγνωστο,1,,2,2,2ημέρεςπριν,58,www.car.gr/334494383,6945150017,[],,,,,,,,,
Fiat,PuntoEvo,2012,Fiat Punto Evo '12 Diesel  euro,FiatPuntoEvoDieseleuro5'12,334169419,6.950€,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2012,129.600χλμ,Πετρέλαιο,1.248cc,84bhp,Χειροκίνητο,Κόκκινο,Δίχρωμο,,Χωρίς,,,3,5,41λεπτάπριν,685,www.car.gr/334169419,6989501066,"['Abs', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα που στρίβουν']",,,,Euro5,15ίντσες,,,,
Mercedes-Benz,E220,2019,Mercedes-Benz E 220 '19 Avantgarde 9G-TRONIC,Mercedes-BenzE220Avantgarde9G-TRONIC'19,330670454,52.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,9/2019,72.000χλμ,Πετρέλαιο,2.000cc,194bhp,Αυτόματο,Μαύρο(Μεταλλικό),Γκρι,Δέρμα,Μονό,,,5,5,41λεπτάπριν,1186,www.car.gr/330670454,6989501066,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']",,Πισωκίνητο(RWD),,Euro6d,17ίντσες,146€,122g/km,Ναι,
Suzuki,SX4S-Cross,2014,Suzuki SX4 S-Cross '14 Euro,SuzukiSX4S-CrossEuro6'14,333594776,12.990€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,10/2014,135.000χλμ,Βενζίνη,1.560cc,120bhp,Χειροκίνητο,Ασπρο,Γκρι,,Άγνωστο,,,5,5,41λεπτάπριν,592,www.car.gr/333594776,6989501066,"['Abs', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,Euro6,16ίντσες,,,,
